074.797;+08.774;  0.19; 0.06; 4.3; 0.1000;  4.5;  1.94
075.777;+06.135;  0.30; 0.08; 4.5; 0.0880;  6.8;  2.26
106.093;+63.275;  0.59; 0.11; 6.1; 0.0980; 11.6;  4.73
109.154;+53.388;  0.22; 0.07; 2.8; 0.0644;  4.5;  0.81
110.382;+55.764;  1.15; 0.18; 3.7; 0.0381; 22.4;  1.39
113.093;+31.634;  0.46; 0.09; 8.7; 0.1710;  9.1; 11.12
115.239;+55.437;  1.00; 0.14; 3.2; 0.0341; 18.6;  0.93
117.842;+50.211;  0.55; 0.10; 1.8; 0.0220; 10.1;  0.21
118.351;+29.366;  0.38; 0.08; 3.4; 0.0621;  6.9;  1.14
119.919;+53.999;  0.29; 0.07; 4.6; 0.1038;  5.2;  2.38
124.913;+63.610;  0.26; 0.07; 5.0; 0.1190;  4.7;  2.83
125.547;+47.100;  0.35; 0.08; 6.0; 0.1303;  6.3;  4.54
125.798;+04.356;  0.59; 0.15; 2.2; 0.0293;  9.6;  0.36
126.361;+47.132;  0.55; 0.12; 7.1; 0.1267;  9.9;  6.73
127.019;+44.764;  0.29; 0.07; 6.1; 0.1450;  5.1;  4.59
127.170;+30.432;  0.47; 0.10; 3.1; 0.0503;  8.2;  0.90
127.739;+65.854;  0.64; 0.10; 8.3; 0.1818; 11.8; 16.33
129.356;+14.983;  0.53; 0.11;13.5; 0.2793;  9.5; 30.41
130.741;+36.365;  0.29; 0.09;10.5; 0.2820;  5.0; 16.30
132.542;+36.086;  0.35; 0.09;14.5; 0.3737;  6.1; 34.12
135.158;+20.916;  0.27; 0.07; 8.8; 0.2347;  4.7; 10.82
137.299;+10.989;  0.47; 0.10; 8.1; 0.1630;  8.3;  9.30
138.124;+15.943;  0.44; 0.09; 4.6; 0.0851;  7.6;  2.34
138.357;+47.687;  0.58; 0.10; 3.1; 0.0514;  7.9;  0.90
139.475;+51.716;  0.48; 0.08; 9.4; 0.2170;  6.7; 13.08
140.120;+30.519;  0.32; 0.08;10.8; 0.2984;  4.7; 17.22
141.024;+14.168;  0.42; 0.09; 6.6; 0.1357;  7.3;  5.66
148.198;+51.891;  0.46; 0.08; 8.7; 0.2140;  5.6; 10.68
150.657;+32.688;  0.40; 0.08; 2.6; 0.0500;  5.3;  0.57
154.085;+33.641;  0.35; 0.08; 5.2; 0.1241;  4.8;  3.14
154.255;+39.029;  0.43; 0.08; 8.6; 0.2060;  5.9; 10.41
155.617;+50.121;  0.55; 0.09; 7.4; 0.1582;  7.0;  7.35
155.912;+49.145;  0.70; 0.10; 7.5; 0.1440;  8.8;  7.73
155.915;+04.190;  0.47; 0.08;12.8; 0.2906;  7.7; 26.47
156.484;+12.691;  0.31; 0.07; 6.2; 0.1434;  5.5;  4.78
157.932;+35.058;  0.55; 0.09; 6.3; 0.1259;  7.6;  5.13
160.187;+39.951;  0.69; 0.11; 7.5; 0.1386;  9.4;  7.65
163.449;+54.850;  0.43; 0.08; 3.3; 0.0704;  4.9;  1.04
164.616;+56.782;  0.77; 0.10; 7.1; 0.1363;  8.8;  6.89
167.363;+21.728;  0.42; 0.10; 1.9; 0.0319;  5.0;  0.22
167.695;+28.706;  0.46; 0.12; 3.9; 0.0314;  6.4;  0.27
167.869;+40.830;  0.40; 0.09; 3.8; 0.0794;  5.4;  1.47
168.225;+13.450;  0.36; 0.08; 6.9; 0.1688;  5.2;  6.28
168.337;+17.596;  0.43; 0.09; 7.3; 0.1706;  5.9;  7.26
170.804;+19.616;  0.38; 0.08; 4.7; 0.1042;  5.2;  2.42
170.977;+21.488;  0.37; 0.08; 7.5; 0.1904;  5.0;  7.62
173.307;+66.399;  0.42; 0.07; 5.1; 0.1160;  5.3;  3.05
173.748;+49.090;  0.40; 0.09; 5.0; 0.0338;  5.6;  0.27
175.917;+46.374;  0.41; 0.09; 5.5; 0.1167;  6.2;  3.59
176.152;+19.759;  5.36; 0.32; 3.5; 0.0214; 81.4;  1.60
176.202;+67.413;  0.50; 0.07; 5.6; 0.1159;  6.8;  3.87
178.826;+23.408;  1.03; 0.13; 8.9; 0.1427; 15.5; 13.28
179.342;+33.632;  0.37; 0.08; 8.5; 0.2130;  5.3; 10.03
180.104;+03.349;  0.68; 0.12; 7.4; 0.1339; 10.0;  7.55
181.114;+01.903;  1.29; 0.16; 1.7; 0.0200; 17.7;  0.30
181.299;+39.342;  0.46; 0.09; 2.3; 0.0370;  6.5;  0.38
181.647;+28.180;  0.46; 0.09; 1.8; 0.0283;  6.0;  0.21
182.571;+05.392;  0.35; 0.08; 3.5; 0.0770;  4.7;  1.20
184.422;+03.659;  1.54; 0.17; 6.3; 0.0750; 22.0;  5.28
185.774;+10.620;  0.49; 0.09; 1.8; 0.0257;  6.8;  0.19
187.697;+12.337;121.00; 2.58; 2.4; 0.0036;821.1;  1.00
187.700;+10.556;  0.42; 0.08; 7.4; 0.1652;  6.3;  7.30
188.572;+09.770;  0.32; 0.08; 8.5; 0.2290;  4.6; 10.12
190.325;+18.551;  0.74; 0.11; 4.6; 0.0718; 10.8;  2.39
194.883;+27.903; 25.87; 0.67; 8.0; 0.0231;319.2;  7.26
195.937;+19.277;  0.62; 0.09; 3.9; 0.0634;  9.3;  1.61
196.471;+30.886;  0.35; 0.07; 6.9; 0.1832;  4.4;  6.24
196.739;+46.545;  0.41; 0.08; 8.9; 0.2260;  5.3; 11.26
200.035;+33.143;  0.40; 0.08; 2.0; 0.0362;  4.6;  0.26
201.575;+00.226;  0.41; 0.10; 4.0; 0.0820;  5.9;  1.69
203.126;+50.409;  0.17; 0.05; 7.5; 0.2800;  2.2;  7.25
203.189;+50.548;  0.28; 0.06; 9.1; 0.2800;  3.6; 11.68
203.818;+40.996;  0.56; 0.08;10.0; 0.2279;  6.9; 14.93
204.032;+59.211;  0.86; 0.10; 4.1; 0.0701; 11.7;  2.47
205.460;+26.382;  1.05; 0.15; 4.9; 0.0724; 13.0;  2.91
205.528;+02.233;  0.42; 0.11; 3.9; 0.0776;  5.9;  1.53
207.218;+26.598;  5.34; 0.31; 5.1; 0.0622; 68.1; 11.27
207.365;+28.106;  1.00; 0.14; 5.1; 0.0748; 12.8;  3.05
208.275;+05.158;  0.41; 0.09; 3.9; 0.0790;  6.0;  1.61
209.802;+27.978;  0.91; 0.12; 4.2; 0.0612; 11.9;  1.90
210.260;+02.882;  0.95; 0.13;14.8; 0.2528; 14.7; 38.53
213.432;+43.661;  0.56; 0.07; 4.6; 0.0890;  7.1;  2.40
215.401;+49.544;  0.41; 0.06; 3.6; 0.0710;  5.7;  1.24
215.428;+37.299;  0.41; 0.07; 6.6; 0.1600;  5.1;  5.56
216.342;+63.183;  0.35; 0.05; 5.8; 0.1394;  5.0;  4.13
216.509;+37.835;  1.19; 0.12;10.8; 0.1712; 15.0; 18.39
217.765;+25.628;  0.41; 0.08; 4.4; 0.0908;  6.1;  2.14
218.120;+31.633;  0.44; 0.08; 5.8; 0.1313;  5.6;  4.09
220.156;+03.467;  1.16; 0.17; 2.7; 0.0276; 18.4;  0.60
220.573;+22.301;  0.42; 0.08; 4.8; 0.0970;  6.6;  2.66
222.775;+14.611;  0.34; 0.08; 6.0; 0.1460;  5.0;  4.50
223.248;+16.709;  0.38; 0.09; 2.5; 0.0444;  5.5;  0.47
223.629;+18.650;  0.60; 0.10; 5.4; 0.0586;  9.4;  1.38
224.310;+22.344;  0.28; 0.07; 9.6; 0.2578;  4.8; 13.19
225.085;+21.362;  0.54; 0.10; 7.8; 0.1530;  9.2;  9.12
227.545;+33.506;  0.92; 0.11; 7.1; 0.1130; 12.7;  6.85
227.729;+05.720;  3.67; 0.26; 7.8; 0.0766; 61.3; 15.29
227.848;+06.319;  0.56; 0.10; 4.7; 0.0817;  9.0;  2.57
229.068;+00.089;  0.38; 0.10; 5.8; 0.1183;  7.0;  4.15
229.176;+07.002;  2.92; 0.23; 3.4; 0.0353; 47.1;  2.52
229.672;+06.211;  0.65; 0.11; 6.1; 0.1021; 10.9;  4.82
230.221;+48.672;  0.47; 0.07; 5.3; 0.1076;  6.8;  3.33
230.321;+30.640;  1.04; 0.15; 5.6; 0.0777; 15.3;  3.95
230.507;+07.699;  1.84; 0.20; 3.0; 0.0453; 30.3;  2.68
230.612;+27.711;  1.35; 0.17; 8.4; 0.0723; 22.2;  4.94
230.757;+08.580;  2.30; 0.21; 4.1; 0.0355; 37.5;  2.03
231.041;+29.921;  1.06; 0.15; 7.9; 0.1145; 16.1;  8.92
231.477;+18.236;  0.26; 0.07; 5.2; 0.1270;  4.6;  3.13
233.226;+30.353;  0.33; 0.09;12.5; 0.3450;  5.0; 24.40
234.910;+21.789;  0.83; 0.13; 4.2; 0.0411; 15.2;  1.10
234.924;+34.417;  0.33; 0.08; 8.8; 0.2290;  5.0; 10.94
234.952;+30.716;  0.62; 0.14; 5.6; 0.0980;  9.6;  3.93
235.038;+17.878;  0.32; 0.10; 4.3; 0.0916;  5.5;  1.97
236.250;+36.066;  0.53; 0.12; 3.7; 0.0654;  7.3;  1.35
239.592;+27.233;  3.44; 0.22;11.0; 0.0894; 61.5; 20.74
240.578;+16.020;  3.15; 0.22; 4.4; 0.0353; 53.2;  2.84
241.179;+17.726;  0.88; 0.11; 3.5; 0.0370; 15.0;  0.88
241.238;+23.946;  0.55; 0.08; 3.7; 0.0318; 10.2;  0.44
241.718;+17.781;  0.10; 0.04; 1.3; 0.0321;  1.6;  0.07
245.128;+29.892;  0.46; 0.07; 5.0; 0.0972;  7.3;  2.93
247.165;+39.550;  8.07; 0.29; 4.7; 0.0299; 96.8;  3.70
248.195;+05.574;  1.12; 0.12;11.4; 0.1524; 21.9; 21.25
248.970;+66.214;  0.44; 0.04; 6.7; 0.1710;  7.5;  9.30
250.094;+46.706;  0.65; 0.07;11.4; 0.2281;  9.5; 20.40
252.798;+04.996;  0.28; 0.06; 6.6; 0.1540;  5.6;  5.62
254.464;+27.860;  0.24; 0.05; 2.6; 0.0347;  4.5;  0.23
254.934;+32.617;  0.29; 0.05; 4.3; 0.1013;  4.4;  1.94
255.667;+34.063;  1.54; 0.13; 7.1; 0.0970; 23.4;  9.34
256.010;+78.632;  2.72; 0.12; 7.5; 0.0581; 49.5;  7.11
257.452;+34.474;  0.92; 0.10; 5.6; 0.0802; 14.4;  3.95
258.182;+64.062;  1.10; 0.05; 7.3; 0.0809; 17.8;  4.94
258.826;+57.427;  0.82; 0.06; 2.4; 0.0280; 12.7;  0.43
259.441;+19.673;  0.30; 0.06; 7.5; 0.1780;  5.8;  7.73
259.548;+56.671;  0.33; 0.04; 5.0; 0.1135;  5.3;  2.89
260.037;+26.635;  0.80; 0.09;10.2; 0.1640; 14.3; 16.12
260.040;+27.669;  0.33; 0.06; 7.1; 0.1640;  5.9;  6.66
260.615;+32.127;  0.51; 0.07;10.8; 0.2240;  8.7; 18.18
260.980;+85.890;  0.25; 0.04; 7.1; 0.1780;  5.0;  6.62
263.255;+43.758;  0.76; 0.07; 2.6; 0.0330; 11.6;  0.54
265.133;+35.652;  0.40; 0.06; 2.5; 0.0430;  6.3;  0.50
266.056;+32.982;  0.96; 0.10; 5.7; 0.0757; 16.4;  4.02
267.567;+35.083;  0.26; 0.05; 6.6; 0.1710;  4.4;  5.49
272.710;+49.920;  0.46; 0.05; 3.0; 0.0473;  8.2;  0.79
283.451;+68.385;  0.26; 0.03; 4.2; 0.0928;  5.1;  1.89
286.433;+78.083;  0.28; 0.04; 6.0; 0.1405;  5.3;  4.40
318.526;+02.569;  1.09; 0.14; 4.4; 0.0483; 21.9;  2.19
322.408;+00.094;  0.44; 0.11;11.0; 0.2350;  8.1; 18.59
328.403;+17.692;  0.47; 0.11;11.6; 0.2329;  9.6; 21.44
330.227;+20.959;  0.43; 0.10; 7.6; 0.1470;  8.8;  8.06
333.699;+13.834;  0.28; 0.09; 1.6; 0.0263;  5.1;  0.15
336.511;+17.378;  0.35; 0.07; 5.2; 0.1072;  6.6;  3.23
338.918;+01.526;  0.50; 0.16; 3.8; 0.0591;  9.6;  1.44
342.571;+10.917;  0.62; 0.11; 5.0; 0.0768; 11.8;  2.98
347.629;+07.583;  0.72; 0.11; 3.2; 0.0400; 13.8;  0.94
349.294;+18.691;  0.72; 0.11; 2.5; 0.0422; 13.4;  1.03
349.612;+18.724;  0.54; 0.10; 2.8; 0.0389; 10.0;  0.65
350.973;+16.809;  1.43; 0.16; 3.7; 0.0416; 25.3;  1.88
351.084;+14.651;  0.83; 0.12; 3.1; 0.0428; 14.8;  1.17
353.771;+27.370;  0.35; 0.07; 3.4; 0.0613;  6.7;  1.09
354.142;+21.128;  0.80; 0.11; 2.9; 0.0565; 14.3;  1.96
354.174;+23.930;  0.28; 0.07; 5.3; 0.1245;  5.0;  3.33
354.615;+27.022;  1.22; 0.13; 3.4; 0.0309; 23.1;  0.95
356.237;+09.201;  1.20; 0.15; 3.4; 0.0400; 23.4;  1.61
357.644;+29.531;  0.28; 0.09; 4.4; 0.0950;  5.5;  2.11
357.713;+06.138;  0.72; 0.11; 4.2; 0.0562; 14.1;  1.90
358.962;+11.355;  0.46; 0.09; 4.2; 0.0720;  8.6;  1.90
