 0.0940; 32; 14.033;   8.5;  2.948; 14.0;  3.103
 0.1221;  3;  5.238;  20.4;  1.917;  5.5;  2.282
 0.2460;  1;  3.562;  18.8;  5.718;  6.5;  6.215
 0.2240;  1;  3.036;  18.7;  4.008;  3.5;  5.010
 0.2112;  7;  4.714;  11.7;  5.490; 11.5;  5.602
 0.1253;  3;  4.327;  42.8;  1.683; 11.0;  1.735
 0.0659;  2;  5.890;  34.4;  0.601; 15.0;  0.620
 0.1110;  1;  4.904;  26.1;  1.484;  6.0;  1.726
 0.2966;  2;  4.264;  14.3; 10.174; 13.5; 10.174
 0.1108; 35;  4.209;  24.1;  1.268;  4.5;  1.585
 0.0871;  9;  7.764;  18.0;  1.419;  7.0;  1.669
 0.0564;  4; 23.412;   7.2;  1.738; 12.0;  1.998
 0.1786;  3;  5.819;  20.5;  4.738;  8.0;  5.150
 0.0267;  3;  8.332;  10.6;  0.134; 20.0;  0.141
 0.0822; 11;  7.415;  18.2;  1.199;  9.0;  1.332
 0.0286;  0;  2.434;  14.5;  0.045; 10.5;  0.049
 0.0984;  3;  3.993;  17.9;  0.937;  7.5;  1.030
 0.0890; 17;  3.270;  25.6;  0.621;  7.0;  0.690
 0.0894; 16;  8.720;  13.3;  1.662; 11.0;  1.787
 0.1846; 14;  4.334;  10.5;  3.815;  5.5;  4.385
 0.0852;  3; 20.558;   5.8;  3.556; 11.5;  3.996
 0.1074;  3;  3.370;  20.3;  0.955; 11.0;  0.985
 0.0957; 30; 11.013;  22.1;  2.417;  9.5;  2.686
 0.0643;  2;  5.273;  20.5;  0.516; 12.0;  0.549
 0.2779;  5;  3.555;  19.8;  7.420; 10.0;  7.571
 0.1934;  3;  3.176;  18.9;  3.066;  8.5;  3.194
 0.2510;  5;  3.414;  26.1;  5.731; 11.5;  5.789
 0.0786;  2; 12.638;   7.4;  1.855; 11.0;  2.061
 0.0223; 10;  2.629;  38.8;  0.030; 12.5;  0.033
 0.0300;157; 49.578;   3.8;  1.014; 22.5;  1.127
 0.2264;  1;  9.295;  10.1; 12.422;  8.0; 13.651
 0.0765;219;  9.622;  12.1;  1.337; 10.5;  1.469
 0.0475; 45; 32.663;   5.5;  1.698; 24.0;  1.787
 0.0989; 30;  4.544;  20.5;  1.080;  9.5;  1.149
 0.1024; 12;  5.024;  18.4;  1.279; 11.0;  1.346
